Order_ID,Order_Date,Customer_ID,Age,Gender,State,Product_Name,Category,Quantity,Unit_Price,Revenue,Payment_Method,Channel,Customer_Type,Year,Month,Month_Name,Quarter
ORD00555,2025-09-21,CUST7543,31,Female,Gujarat,Hair Serum,Hair Care,4,699,2796,UPI,Website,Repeat,2025,9,September,3
ORD00556,2025-03-06,CUST6555,36,Male,Haryana,Hair Capsules,Hair Care,4,899,3596,UPI,Website,Repeat,2025,3,March,1
ORD00557,2025-10-21,CUST5933,53,Female,West Bengal,Detox Tea,Detox,5,599,2995,COD,Amazon,New,2025,10,October,4
ORD00558,2025-04-15,CUST2909,46,Female,West Bengal,Detox Tea,Detox,5,599,2995,COD,Flipkart,New,2025,4,April,2
ORD00559,2025-07-03,CUST7382,32,Male,Uttar Pradesh,Immunity Booster,Immunity,3,649,1947,UPI,Amazon,New,2025,7,July,3
ORD00560,2025-11-07,CUST1277,21,Male,Maharashtra,Detox Tea,Detox,3,599,1797,UPI,Amazon,Repeat,2025,11,November,4
ORD00561,2024-05-26,CUST9681,47,Male,Karnataka,Immunity Booster,Immunity,4,649,2596,UPI,Website,Repeat,2024,5,May,2
ORD00562,2024-10-14,CUST6953,27,Female,Maharashtra,Hair Capsules,Hair Care,5,899,4495,COD,Website,Repeat,2024,10,October,4
ORD00563,2024-04-16,CUST3176,28,Male,Bihar,Skin Glow Tablets,Beauty,5,799,3995,COD,Flipkart,New,2024,4,April,2
ORD00564,2025-08-29,CUST8392,28,Female,Delhi,Hair Serum,Hair Care,4,699,2796,Debit Card,Website,Repeat,2025,8,August,3
ORD00565,2024-04-17,CUST7553,28,Female,Maharashtra,Hair Serum,Hair Care,2,699,1398,Debit Card,Flipkart,Repeat,2024,4,April,2
ORD00566,2025-05-04,CUST3842,19,Male,Maharashtra,Detox Tea,Detox,3,599,1797,COD,Amazon,Repeat,2025,5,May,2
ORD00567,2024-04-05,CUST5873,59,Female,Delhi,Skin Glow Tablets,Beauty,4,799,3196,UPI,Website,Repeat,2024,4,April,2
ORD00568,2024-09-02,CUST2260,39,Male,Uttar Pradesh,Immunity Booster,Immunity,5,649,3245,Credit Card,Flipkart,New,2024,9,September,3
ORD00569,2025-08-23,CUST7155,57,Male,Haryana,Hair Serum,Hair Care,2,699,1398,UPI,Amazon,New,2025,8,August,3
ORD00570,2024-02-08,CUST5155,19,Male,Karnataka,Hair Serum,Hair Care,4,699,2796,COD,Amazon,New,2024,2,February,1
ORD00571,2024-03-18,CUST8452,32,Female,Bihar,Immunity Booster,Immunity,1,649,649,COD,Website,New,2024,3,March,1
ORD00572,2025-09-13,CUST8825,41,Female,Maharashtra,Weight Control Capsules,Weight Management,2,1199,2398,COD,Amazon,Repeat,2025,9,September,3
ORD00573,2025-11-15,CUST8189,31,Male,Uttar Pradesh,Skin Glow Tablets,Beauty,4,799,3196,COD,Website,New,2025,11,November,4
ORD00574,2024-05-27,CUST8697,55,Male,Gujarat,Weight Control Capsules,Weight Management,4,1199,4796,COD,Website,New,2024,5,May,2
ORD00575,2025-03-27,CUST6874,31,Male,West Bengal,Hair Capsules,Hair Care,5,899,4495,COD,Website,Repeat,2025,3,March,1
ORD00576,2025-12-11,CUST4629,49,Male,Delhi,Skin Glow Tablets,Beauty,5,799,3995,UPI,Amazon,Repeat,2025,12,December,4
ORD00577,2024-04-18,CUST4866,40,Female,Delhi,Hair Serum,Hair Care,5,699,3495,UPI,Flipkart,New,2024,4,April,2
ORD00578,2024-04-19,CUST3237,40,Female,Rajasthan,Detox Tea,Detox,3,599,1797,UPI,Flipkart,Repeat,2024,4,April,2
ORD00579,2024-11-21,CUST8774,39,Female,Bihar,Weight Control Capsules,Weight Management,1,1199,1199,COD,Flipkart,New,2024,11,November,4
ORD00580,2025-12-24,CUST8754,56,Male,West Bengal,Immunity Booster,Immunity,1,649,649,COD,Flipkart,Repeat,2025,12,December,4
ORD00581,2025-06-15,CUST2581,20,Male,Haryana,Hair Serum,Hair Care,3,699,2097,UPI,Flipkart,New,2025,6,June,2
ORD00582,2024-11-21,CUST5103,46,Female,Karnataka,Hair Serum,Hair Care,5,699,3495,UPI,Flipkart,Repeat,2024,11,November,4
ORD00583,2024-12-29,CUST8371,37,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Flipkart,Repeat,2024,12,December,4
ORD00584,2024-04-11,CUST8130,30,Male,Punjab,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Flipkart,Repeat,2024,4,April,2
ORD00585,2024-07-29,CUST5039,25,Female,Haryana,Skin Glow Tablets,Beauty,3,799,2397,COD,Flipkart,Repeat,2024,7,July,3
ORD00586,2024-05-16,CUST5306,56,Male,Gujarat,Hair Capsules,Hair Care,5,899,4495,Credit Card,Flipkart,Repeat,2024,5,May,2
ORD00587,2025-09-01,CUST4346,23,Female,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,Credit Card,Website,Repeat,2025,9,September,3
ORD00588,2024-08-19,CUST2466,24,Male,Gujarat,Hair Oil,Hair Care,3,499,1497,UPI,Website,Repeat,2024,8,August,3
ORD00589,2025-07-16,CUST2652,54,Female,Bihar,Skin Glow Tablets,Beauty,4,799,3196,COD,Website,Repeat,2025,7,July,3
ORD00590,2024-04-25,CUST6599,24,Female,Haryana,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Amazon,Repeat,2024,4,April,2
ORD00591,2025-06-23,CUST1746,43,Male,West Bengal,Weight Control Capsules,Weight Management,2,1199,2398,UPI,Flipkart,New,2025,6,June,2
ORD00592,2024-12-13,CUST1272,20,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,3,799,2397,UPI,Website,New,2024,12,December,4
ORD00593,2024-12-23,CUST1506,55,Female,Gujarat,Hair Oil,Hair Care,3,499,1497,UPI,Amazon,Repeat,2024,12,December,4
ORD00594,2024-06-17,CUST2464,24,Female,Maharashtra,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,New,2024,6,June,2
ORD00595,2024-07-06,CUST2539,34,Female,West Bengal,Hair Oil,Hair Care,4,499,1996,Credit Card,Website,New,2024,7,July,3
ORD00596,2024-07-07,CUST5386,25,Male,Rajasthan,Hair Serum,Hair Care,1,699,699,Debit Card,Amazon,Repeat,2024,7,July,3
ORD00597,2025-06-27,CUST6275,46,Female,Karnataka,Hair Capsules,Hair Care,3,899,2697,Debit Card,Flipkart,Repeat,2025,6,June,2
ORD00598,2025-06-12,CUST4622,43,Female,Gujarat,Detox Tea,Detox,5,599,2995,UPI,Amazon,New,2025,6,June,2
ORD00599,2024-04-17,CUST7411,47,Female,Maharashtra,Hair Capsules,Hair Care,2,899,1798,Credit Card,Website,New,2024,4,April,2
ORD00600,2025-01-17,CUST1441,43,Male,Haryana,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Amazon,Repeat,2025,1,January,1
ORD00601,2024-04-10,CUST8933,54,Female,Punjab,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Website,New,2024,4,April,2
ORD00602,2025-02-26,CUST1904,38,Female,Gujarat,Detox Tea,Detox,3,599,1797,UPI,Website,Repeat,2025,2,February,1
ORD00603,2025-11-22,CUST6606,35,Male,Gujarat,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Amazon,New,2025,11,November,4
ORD00604,2024-12-29,CUST5675,35,Female,Delhi,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Website,New,2024,12,December,4
ORD00605,2025-01-17,CUST3181,59,Male,Gujarat,Hair Serum,Hair Care,4,699,2796,UPI,Website,Repeat,2025,1,January,1
ORD00606,2024-08-11,CUST9411,26,Female,West Bengal,Immunity Booster,Immunity,4,649,2596,COD,Website,Repeat,2024,8,August,3
ORD00607,2025-04-24,CUST2353,56,Female,Gujarat,Hair Serum,Hair Care,5,699,3495,UPI,Flipkart,New,2025,4,April,2
ORD00608,2024-12-13,CUST9220,32,Male,West Bengal,Hair Capsules,Hair Care,2,899,1798,COD,Flipkart,Repeat,2024,12,December,4
ORD00609,2024-03-07,CUST7663,37,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,3,1199,3597,Debit Card,Website,New,2024,3,March,1
ORD00610,2024-07-13,CUST4567,26,Female,Bihar,Immunity Booster,Immunity,5,649,3245,UPI,Flipkart,New,2024,7,July,3
ORD00611,2025-02-28,CUST2813,41,Male,Bihar,Skin Glow Tablets,Beauty,2,799,1598,COD,Website,New,2025,2,February,1
ORD00612,2024-11-01,CUST2689,31,Male,Uttar Pradesh,Skin Glow Tablets,Beauty,1,799,799,UPI,Flipkart,Repeat,2024,11,November,4
ORD00613,2025-03-02,CUST6649,30,Male,Maharashtra,Immunity Booster,Immunity,5,649,3245,Debit Card,Flipkart,Repeat,2025,3,March,1
ORD00614,2025-11-02,CUST5206,26,Female,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,COD,Website,New,2025,11,November,4
ORD00615,2024-11-18,CUST6911,56,Female,Bihar,Hair Oil,Hair Care,2,499,998,UPI,Amazon,Repeat,2024,11,November,4
ORD00616,2025-01-04,CUST5270,29,Male,Maharashtra,Hair Serum,Hair Care,2,699,1398,Debit Card,Website,Repeat,2025,1,January,1
ORD00617,2024-11-04,CUST7681,31,Female,Rajasthan,Hair Capsules,Hair Care,3,899,2697,UPI,Website,Repeat,2024,11,November,4
ORD00618,2024-03-16,CUST5534,45,Female,Delhi,Immunity Booster,Immunity,3,649,1947,Debit Card,Flipkart,New,2024,3,March,1
ORD00619,2024-02-06,CUST6730,51,Male,Karnataka,Skin Glow Tablets,Beauty,1,799,799,COD,Amazon,Repeat,2024,2,February,1
ORD00620,2024-11-05,CUST7671,45,Female,Karnataka,Immunity Booster,Immunity,4,649,2596,COD,Website,New,2024,11,November,4
ORD00621,2024-03-25,CUST7040,58,Male,West Bengal,Detox Tea,Detox,5,599,2995,Debit Card,Flipkart,Repeat,2024,3,March,1
ORD00622,2024-12-17,CUST2181,30,Male,Maharashtra,Hair Capsules,Hair Care,3,899,2697,Debit Card,Flipkart,New,2024,12,December,4
ORD00623,2025-04-10,CUST4159,57,Male,Haryana,Hair Oil,Hair Care,3,499,1497,Debit Card,Amazon,New,2025,4,April,2
ORD00624,2025-10-10,CUST5340,48,Male,Haryana,Hair Capsules,Hair Care,3,899,2697,COD,Website,Repeat,2025,10,October,4
ORD00625,2024-04-10,CUST7772,45,Male,Punjab,Immunity Booster,Immunity,4,649,2596,Credit Card,Website,New,2024,4,April,2
ORD00626,2024-09-05,CUST8164,55,Female,Maharashtra,Hair Oil,Hair Care,3,499,1497,COD,Flipkart,New,2024,9,September,3
ORD00627,2025-10-25,CUST6650,35,Female,Delhi,Hair Capsules,Hair Care,1,899,899,COD,Website,New,2025,10,October,4
ORD00628,2024-06-01,CUST3476,51,Male,Maharashtra,Hair Capsules,Hair Care,1,899,899,UPI,Flipkart,Repeat,2024,6,June,2
ORD00629,2025-10-02,CUST8209,36,Male,Maharashtra,Hair Oil,Hair Care,3,499,1497,COD,Flipkart,New,2025,10,October,4
ORD00630,2024-02-14,CUST8813,38,Female,West Bengal,Hair Oil,Hair Care,5,499,2495,COD,Website,New,2024,2,February,1
ORD00631,2024-01-10,CUST7899,35,Female,Rajasthan,Immunity Booster,Immunity,2,649,1298,COD,Website,Repeat,2024,1,January,1
ORD00632,2024-07-09,CUST2191,26,Male,Punjab,Immunity Booster,Immunity,4,649,2596,Credit Card,Website,New,2024,7,July,3
ORD00633,2024-03-09,CUST4332,37,Male,Maharashtra,Hair Capsules,Hair Care,1,899,899,Debit Card,Amazon,Repeat,2024,3,March,1
ORD00634,2025-09-12,CUST6214,58,Female,Karnataka,Detox Tea,Detox,2,599,1198,COD,Flipkart,New,2025,9,September,3
ORD00635,2024-09-23,CUST6730,54,Male,Haryana,Hair Oil,Hair Care,5,499,2495,UPI,Website,Repeat,2024,9,September,3
ORD00636,2024-03-13,CUST1198,19,Female,Rajasthan,Hair Serum,Hair Care,4,699,2796,COD,Flipkart,Repeat,2024,3,March,1
ORD00637,2024-05-30,CUST1178,22,Male,Punjab,Immunity Booster,Immunity,5,649,3245,Debit Card,Amazon,New,2024,5,May,2
ORD00638,2025-05-07,CUST8297,42,Male,Haryana,Immunity Booster,Immunity,1,649,649,Debit Card,Amazon,Repeat,2025,5,May,2
ORD00639,2024-04-08,CUST3933,37,Female,Bihar,Hair Capsules,Hair Care,2,899,1798,Debit Card,Amazon,Repeat,2024,4,April,2
ORD00640,2024-11-19,CUST5312,52,Male,Delhi,Hair Capsules,Hair Care,1,899,899,Debit Card,Amazon,Repeat,2024,11,November,4
ORD00641,2024-10-31,CUST2167,57,Male,Rajasthan,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Flipkart,Repeat,2024,10,October,4
ORD00642,2024-01-07,CUST7691,42,Female,Rajasthan,Immunity Booster,Immunity,5,649,3245,Credit Card,Flipkart,Repeat,2024,1,January,1
ORD00643,2025-03-14,CUST8037,51,Female,Karnataka,Skin Glow Tablets,Beauty,1,799,799,Debit Card,Amazon,New,2025,3,March,1
ORD00644,2025-11-18,CUST5661,56,Female,Rajasthan,Hair Capsules,Hair Care,2,899,1798,Debit Card,Amazon,Repeat,2025,11,November,4
ORD00645,2025-10-30,CUST1190,25,Female,West Bengal,Hair Oil,Hair Care,5,499,2495,COD,Flipkart,Repeat,2025,10,October,4
ORD00646,2025-09-07,CUST3330,18,Male,West Bengal,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Flipkart,New,2025,9,September,3
ORD00647,2025-11-20,CUST6603,54,Male,Delhi,Hair Capsules,Hair Care,2,899,1798,Debit Card,Website,Repeat,2025,11,November,4
ORD00648,2025-11-17,CUST6565,52,Female,Delhi,Hair Capsules,Hair Care,4,899,3596,COD,Flipkart,Repeat,2025,11,November,4
ORD00649,2024-11-30,CUST4150,23,Male,Maharashtra,Skin Glow Tablets,Beauty,2,799,1598,COD,Flipkart,New,2024,11,November,4
ORD00650,2024-12-26,CUST9033,41,Female,Uttar Pradesh,Hair Capsules,Hair Care,5,899,4495,UPI,Website,Repeat,2024,12,December,4
ORD00651,2024-11-29,CUST8265,35,Female,Gujarat,Skin Glow Tablets,Beauty,4,799,3196,UPI,Flipkart,Repeat,2024,11,November,4
ORD00652,2025-07-03,CUST3061,25,Male,West Bengal,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Website,Repeat,2025,7,July,3
ORD00653,2024-12-05,CUST3644,39,Male,Bihar,Hair Oil,Hair Care,5,499,2495,COD,Amazon,Repeat,2024,12,December,4
ORD00654,2024-09-29,CUST9633,19,Female,Bihar,Hair Oil,Hair Care,3,499,1497,Debit Card,Amazon,Repeat,2024,9,September,3
ORD00655,2024-11-20,CUST8236,37,Female,Karnataka,Hair Oil,Hair Care,1,499,499,UPI,Website,New,2024,11,November,4
ORD00656,2025-11-27,CUST6953,26,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Amazon,Repeat,2025,11,November,4
ORD00657,2025-02-25,CUST3925,50,Female,Gujarat,Immunity Booster,Immunity,5,649,3245,UPI,Flipkart,Repeat,2025,2,February,1
ORD00658,2024-05-04,CUST4153,44,Male,Delhi,Detox Tea,Detox,4,599,2396,COD,Amazon,New,2024,5,May,2
ORD00659,2025-08-04,CUST3365,33,Female,Gujarat,Detox Tea,Detox,4,599,2396,Credit Card,Amazon,New,2025,8,August,3
ORD00660,2025-03-15,CUST3741,30,Male,Bihar,Hair Oil,Hair Care,5,499,2495,Debit Card,Flipkart,Repeat,2025,3,March,1
ORD00661,2024-06-30,CUST1498,47,Female,Maharashtra,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,Repeat,2024,6,June,2
ORD00662,2024-10-22,CUST5565,18,Female,Delhi,Hair Serum,Hair Care,2,699,1398,COD,Amazon,New,2024,10,October,4
ORD00663,2025-06-04,CUST6882,29,Female,Karnataka,Weight Control Capsules,Weight Management,2,1199,2398,COD,Flipkart,New,2025,6,June,2
ORD00664,2024-03-05,CUST1240,41,Female,Gujarat,Detox Tea,Detox,3,599,1797,Debit Card,Amazon,Repeat,2024,3,March,1
ORD00665,2025-09-02,CUST7429,46,Female,Uttar Pradesh,Immunity Booster,Immunity,4,649,2596,Credit Card,Website,Repeat,2025,9,September,3
ORD00666,2025-06-26,CUST8325,35,Male,Haryana,Hair Serum,Hair Care,2,699,1398,UPI,Amazon,New,2025,6,June,2
ORD00667,2025-07-21,CUST2910,36,Male,Maharashtra,Hair Oil,Hair Care,3,499,1497,Debit Card,Amazon,New,2025,7,July,3
ORD00668,2025-04-21,CUST3757,54,Male,Karnataka,Detox Tea,Detox,5,599,2995,UPI,Flipkart,Repeat,2025,4,April,2
ORD00669,2024-03-01,CUST7681,33,Female,Delhi,Detox Tea,Detox,3,599,1797,COD,Amazon,Repeat,2024,3,March,1
ORD00670,2025-11-29,CUST1534,24,Female,Bihar,Hair Oil,Hair Care,1,499,499,Debit Card,Flipkart,Repeat,2025,11,November,4
ORD00671,2024-07-24,CUST9518,49,Male,Maharashtra,Weight Control Capsules,Weight Management,4,1199,4796,Credit Card,Amazon,New,2024,7,July,3
ORD00672,2024-05-29,CUST7943,58,Female,Delhi,Weight Control Capsules,Weight Management,4,1199,4796,Credit Card,Flipkart,Repeat,2024,5,May,2
ORD00673,2024-02-14,CUST6398,40,Female,Gujarat,Skin Glow Tablets,Beauty,3,799,2397,Debit Card,Flipkart,New,2024,2,February,1
ORD00674,2025-09-12,CUST9758,44,Male,Bihar,Immunity Booster,Immunity,4,649,2596,UPI,Amazon,Repeat,2025,9,September,3
ORD00675,2024-06-02,CUST3460,51,Male,Punjab,Hair Oil,Hair Care,5,499,2495,UPI,Flipkart,Repeat,2024,6,June,2
ORD00676,2024-02-12,CUST1616,18,Male,Uttar Pradesh,Hair Serum,Hair Care,2,699,1398,COD,Amazon,New,2024,2,February,1
ORD00677,2024-08-13,CUST9861,53,Male,Delhi,Immunity Booster,Immunity,2,649,1298,UPI,Amazon,Repeat,2024,8,August,3
ORD00678,2025-12-16,CUST5151,33,Male,Delhi,Immunity Booster,Immunity,2,649,1298,COD,Amazon,Repeat,2025,12,December,4
ORD00679,2025-09-30,CUST7257,24,Male,Punjab,Hair Serum,Hair Care,2,699,1398,Debit Card,Amazon,New,2025,9,September,3
ORD00680,2025-12-15,CUST3121,42,Male,Bihar,Hair Serum,Hair Care,1,699,699,Credit Card,Website,New,2025,12,December,4
ORD00681,2025-10-18,CUST5823,54,Male,Maharashtra,Skin Glow Tablets,Beauty,1,799,799,COD,Website,New,2025,10,October,4
ORD00682,2024-12-02,CUST5212,47,Female,Haryana,Hair Oil,Hair Care,4,499,1996,Debit Card,Website,Repeat,2024,12,December,4
ORD00683,2024-05-31,CUST9777,34,Female,Haryana,Immunity Booster,Immunity,5,649,3245,COD,Website,Repeat,2024,5,May,2
ORD00684,2024-01-14,CUST4504,46,Male,Uttar Pradesh,Hair Oil,Hair Care,1,499,499,Credit Card,Flipkart,Repeat,2024,1,January,1
ORD00685,2025-09-11,CUST8246,44,Male,Bihar,Immunity Booster,Immunity,3,649,1947,Debit Card,Flipkart,New,2025,9,September,3
ORD00686,2024-06-02,CUST1153,45,Male,Maharashtra,Hair Serum,Hair Care,1,699,699,COD,Website,New,2024,6,June,2
ORD00687,2024-09-29,CUST9096,29,Male,Rajasthan,Hair Oil,Hair Care,2,499,998,Debit Card,Flipkart,Repeat,2024,9,September,3
ORD00688,2024-12-20,CUST4783,53,Male,West Bengal,Immunity Booster,Immunity,2,649,1298,Debit Card,Amazon,Repeat,2024,12,December,4
ORD00689,2025-07-14,CUST8433,33,Female,Haryana,Weight Control Capsules,Weight Management,1,1199,1199,COD,Website,Repeat,2025,7,July,3
ORD00690,2024-12-01,CUST3713,43,Female,Gujarat,Skin Glow Tablets,Beauty,4,799,3196,UPI,Amazon,New,2024,12,December,4
ORD00691,2025-03-11,CUST1067,43,Male,Maharashtra,Detox Tea,Detox,3,599,1797,Credit Card,Amazon,New,2025,3,March,1
ORD00692,2025-08-12,CUST3941,51,Female,Haryana,Hair Serum,Hair Care,4,699,2796,UPI,Amazon,New,2025,8,August,3
ORD00693,2024-12-02,CUST7447,19,Female,Uttar Pradesh,Immunity Booster,Immunity,5,649,3245,Debit Card,Amazon,Repeat,2024,12,December,4
ORD00694,2025-05-26,CUST9269,33,Male,Maharashtra,Detox Tea,Detox,2,599,1198,COD,Website,Repeat,2025,5,May,2
ORD00695,2024-10-04,CUST4089,29,Female,West Bengal,Weight Control Capsules,Weight Management,4,1199,4796,Credit Card,Website,New,2024,10,October,4
ORD00696,2024-03-24,CUST8322,54,Female,Gujarat,Immunity Booster,Immunity,3,649,1947,Debit Card,Website,New,2024,3,March,1
ORD00697,2025-08-03,CUST1534,54,Male,Karnataka,Hair Capsules,Hair Care,2,899,1798,UPI,Amazon,New,2025,8,August,3
ORD00698,2024-09-23,CUST5517,25,Female,Rajasthan,Weight Control Capsules,Weight Management,5,1199,5995,UPI,Flipkart,New,2024,9,September,3
ORD00699,2025-10-13,CUST1363,51,Male,Haryana,Immunity Booster,Immunity,2,649,1298,Credit Card,Website,New,2025,10,October,4
ORD00700,2025-05-30,CUST6204,39,Male,Uttar Pradesh,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Website,New,2025,5,May,2
ORD00701,2024-11-25,CUST1865,23,Female,Karnataka,Detox Tea,Detox,1,599,599,Debit Card,Flipkart,New,2024,11,November,4
ORD00702,2024-01-02,CUST3567,28,Female,Bihar,Detox Tea,Detox,1,599,599,COD,Amazon,Repeat,2024,1,January,1
ORD00703,2025-04-04,CUST6645,38,Female,Bihar,Detox Tea,Detox,5,599,2995,COD,Amazon,New,2025,4,April,2
ORD00704,2024-05-08,CUST6413,39,Female,Haryana,Detox Tea,Detox,1,599,599,Debit Card,Amazon,New,2024,5,May,2
ORD00705,2024-08-29,CUST6682,27,Female,Rajasthan,Hair Oil,Hair Care,3,499,1497,UPI,Amazon,Repeat,2024,8,August,3
ORD00706,2025-03-18,CUST9119,45,Male,Uttar Pradesh,Skin Glow Tablets,Beauty,1,799,799,COD,Amazon,New,2025,3,March,1
ORD00707,2024-06-28,CUST9216,28,Male,Maharashtra,Skin Glow Tablets,Beauty,1,799,799,UPI,Amazon,New,2024,6,June,2
ORD00708,2024-07-31,CUST7401,35,Male,Delhi,Immunity Booster,Immunity,1,649,649,UPI,Amazon,Repeat,2024,7,July,3
ORD00709,2025-02-05,CUST8933,41,Female,Bihar,Hair Capsules,Hair Care,2,899,1798,Credit Card,Flipkart,Repeat,2025,2,February,1
ORD00710,2024-07-04,CUST4235,50,Male,Rajasthan,Hair Capsules,Hair Care,2,899,1798,UPI,Amazon,Repeat,2024,7,July,3
ORD00711,2024-10-05,CUST4381,33,Male,Rajasthan,Weight Control Capsules,Weight Management,3,1199,3597,Credit Card,Website,New,2024,10,October,4
ORD00712,2024-04-21,CUST1004,43,Female,West Bengal,Hair Serum,Hair Care,1,699,699,UPI,Flipkart,New,2024,4,April,2
ORD00713,2025-11-28,CUST4326,29,Female,Maharashtra,Hair Serum,Hair Care,3,699,2097,UPI,Website,Repeat,2025,11,November,4
ORD00714,2024-10-08,CUST4159,29,Female,Gujarat,Hair Serum,Hair Care,5,699,3495,COD,Amazon,Repeat,2024,10,October,4
ORD00715,2025-01-31,CUST6636,28,Female,Uttar Pradesh,Immunity Booster,Immunity,5,649,3245,UPI,Website,New,2025,1,January,1
ORD00716,2025-09-30,CUST2798,57,Female,Karnataka,Hair Serum,Hair Care,2,699,1398,Debit Card,Flipkart,New,2025,9,September,3
ORD00717,2024-01-11,CUST8787,43,Male,Bihar,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Website,Repeat,2024,1,January,1
ORD00718,2024-08-06,CUST3508,40,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,5,1199,5995,COD,Flipkart,New,2024,8,August,3
ORD00719,2025-08-24,CUST5452,50,Female,Punjab,Hair Oil,Hair Care,4,499,1996,COD,Website,Repeat,2025,8,August,3
ORD00720,2024-11-07,CUST1098,22,Female,Maharashtra,Skin Glow Tablets,Beauty,4,799,3196,UPI,Flipkart,Repeat,2024,11,November,4
ORD00721,2024-02-11,CUST9613,21,Male,Delhi,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,Repeat,2024,2,February,1
ORD00722,2025-11-13,CUST7520,32,Female,Bihar,Hair Capsules,Hair Care,2,899,1798,UPI,Flipkart,New,2025,11,November,4
ORD00723,2024-01-04,CUST4985,33,Female,Uttar Pradesh,Hair Serum,Hair Care,4,699,2796,UPI,Flipkart,New,2024,1,January,1
ORD00724,2025-06-04,CUST1572,35,Male,Karnataka,Detox Tea,Detox,5,599,2995,Credit Card,Flipkart,Repeat,2025,6,June,2
ORD00725,2025-02-28,CUST8422,32,Female,Haryana,Hair Serum,Hair Care,1,699,699,COD,Website,New,2025,2,February,1
ORD00726,2025-01-02,CUST1250,44,Female,Karnataka,Hair Oil,Hair Care,2,499,998,Credit Card,Amazon,Repeat,2025,1,January,1
ORD00727,2025-03-21,CUST7437,40,Female,Uttar Pradesh,Hair Serum,Hair Care,1,699,699,UPI,Flipkart,Repeat,2025,3,March,1
ORD00728,2025-07-14,CUST5567,57,Male,Rajasthan,Immunity Booster,Immunity,2,649,1298,COD,Flipkart,Repeat,2025,7,July,3
ORD00729,2025-01-14,CUST7617,33,Male,Uttar Pradesh,Immunity Booster,Immunity,1,649,649,COD,Amazon,New,2025,1,January,1
ORD00730,2024-08-01,CUST7997,29,Male,Bihar,Detox Tea,Detox,3,599,1797,COD,Flipkart,Repeat,2024,8,August,3
ORD00731,2024-03-24,CUST7811,33,Male,Bihar,Hair Serum,Hair Care,5,699,3495,Debit Card,Website,Repeat,2024,3,March,1
ORD00732,2025-02-17,CUST9236,35,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,3,1199,3597,COD,Flipkart,Repeat,2025,2,February,1
ORD00733,2025-03-03,CUST1579,51,Female,Bihar,Immunity Booster,Immunity,1,649,649,Debit Card,Amazon,Repeat,2025,3,March,1
ORD00734,2024-08-18,CUST1452,27,Female,West Bengal,Hair Oil,Hair Care,5,499,2495,Debit Card,Flipkart,Repeat,2024,8,August,3
ORD00735,2024-03-18,CUST9276,47,Male,Delhi,Hair Oil,Hair Care,4,499,1996,UPI,Website,Repeat,2024,3,March,1
ORD00736,2025-03-20,CUST4367,55,Male,Karnataka,Hair Oil,Hair Care,4,499,1996,COD,Amazon,New,2025,3,March,1
ORD00737,2025-03-21,CUST7364,53,Female,Haryana,Skin Glow Tablets,Beauty,1,799,799,Debit Card,Amazon,Repeat,2025,3,March,1
ORD00738,2024-08-06,CUST9283,33,Female,Gujarat,Immunity Booster,Immunity,2,649,1298,COD,Amazon,New,2024,8,August,3
ORD00739,2025-09-23,CUST2812,35,Male,West Bengal,Detox Tea,Detox,5,599,2995,UPI,Website,Repeat,2025,9,September,3
ORD00740,2024-08-24,CUST2410,59,Male,Karnataka,Hair Oil,Hair Care,1,499,499,UPI,Flipkart,Repeat,2024,8,August,3
ORD00741,2024-02-24,CUST7099,51,Male,Rajasthan,Weight Control Capsules,Weight Management,5,1199,5995,Debit Card,Flipkart,New,2024,2,February,1
ORD00742,2025-05-11,CUST3248,34,Male,Maharashtra,Weight Control Capsules,Weight Management,5,1199,5995,Debit Card,Flipkart,Repeat,2025,5,May,2
ORD00743,2024-02-11,CUST1314,37,Male,Delhi,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Flipkart,Repeat,2024,2,February,1
ORD00744,2024-01-19,CUST6585,24,Male,Gujarat,Skin Glow Tablets,Beauty,4,799,3196,COD,Website,New,2024,1,January,1
