Order_ID,Order_Date,Customer_ID,Age,Gender,State,Product_Name,Category,Quantity,Unit_Price,Revenue,Payment_Method,Channel,Customer_Type
ORD02535,2024-12-16,CUST6016,19,Female,Haryana,Hair Serum,Hair Care,5,699,3495,Credit Card,Website,Repeat
ORD02536,2024-11-22,CUST2040,28,Male,Maharashtra,Immunity Booster,Immunity,2,649,1298,COD,Website,New
ORD02537,2025-06-24,CUST2381,52,Male,Delhi,Hair Oil,Hair Care,5,499,2495,COD,Flipkart,Repeat
ORD02538,2025-11-06,CUST3131,29,Male,Delhi,Detox Tea,Detox,2,599,1198,Credit Card,Website,New
ORD02539,2025-07-29,CUST1129,19,Female,Rajasthan,Immunity Booster,Immunity,3,649,1947,COD,Flipkart,New
ORD02540,2025-03-15,CUST9808,31,Male,Punjab,Hair Oil,Hair Care,3,499,1497,Debit Card,Amazon,New
ORD02541,2024-03-23,CUST9364,56,Male,Haryana,Hair Capsules,Hair Care,2,899,1798,Credit Card,Flipkart,Repeat
ORD02542,2024-03-03,CUST4084,30,Male,Rajasthan,Hair Capsules,Hair Care,5,899,4495,UPI,Flipkart,New
ORD02543,2025-11-07,CUST6578,42,Male,Haryana,Hair Oil,Hair Care,5,499,2495,Credit Card,Website,New
ORD02544,2025-03-03,CUST1424,20,Male,Haryana,Hair Oil,Hair Care,4,499,1996,Debit Card,Amazon,Repeat
ORD02545,2025-10-08,CUST4595,55,Female,Karnataka,Hair Capsules,Hair Care,5,899,4495,Credit Card,Amazon,New
ORD02546,2025-11-15,CUST3226,54,Male,West Bengal,Skin Glow Tablets,Beauty,4,799,3196,Credit Card,Website,Repeat
ORD02547,2025-02-09,CUST2903,18,Male,Uttar Pradesh,Detox Tea,Detox,4,599,2396,COD,Amazon,Repeat
ORD02548,2024-01-03,CUST8248,44,Male,Rajasthan,Skin Glow Tablets,Beauty,4,799,3196,COD,Flipkart,New
ORD02549,2024-05-02,CUST9303,19,Female,Punjab,Hair Capsules,Hair Care,4,899,3596,COD,Website,Repeat
ORD02550,2024-04-27,CUST9351,55,Male,Delhi,Skin Glow Tablets,Beauty,5,799,3995,Credit Card,Amazon,Repeat
ORD02551,2024-10-11,CUST5827,34,Male,Bihar,Detox Tea,Detox,3,599,1797,Credit Card,Amazon,New
ORD02552,2025-11-23,CUST9527,46,Male,Maharashtra,Detox Tea,Detox,1,599,599,Debit Card,Amazon,Repeat
ORD02553,2024-10-26,CUST9334,52,Male,Bihar,Hair Oil,Hair Care,2,499,998,UPI,Website,Repeat
ORD02554,2025-12-08,CUST8300,57,Female,Bihar,Hair Serum,Hair Care,4,699,2796,COD,Flipkart,New
ORD02555,2025-04-03,CUST1049,27,Female,Uttar Pradesh,Hair Capsules,Hair Care,5,899,4495,COD,Website,New
ORD02556,2024-01-04,CUST6800,42,Female,Punjab,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Amazon,Repeat
ORD02557,2024-07-26,CUST1259,51,Male,Punjab,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Flipkart,New
ORD02558,2025-08-15,CUST4794,24,Male,Haryana,Skin Glow Tablets,Beauty,4,799,3196,UPI,Flipkart,New
ORD02559,2024-02-06,CUST5012,41,Female,Bihar,Weight Control Capsules,Weight Management,2,1199,2398,UPI,Amazon,Repeat
ORD02560,2025-08-03,CUST2265,57,Female,Maharashtra,Immunity Booster,Immunity,2,649,1298,COD,Flipkart,New
ORD02561,2024-03-01,CUST4523,26,Male,Delhi,Weight Control Capsules,Weight Management,4,1199,4796,UPI,Flipkart,Repeat
ORD02562,2025-06-08,CUST8907,34,Male,Maharashtra,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Flipkart,Repeat
ORD02563,2025-08-28,CUST8918,53,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,4,1199,4796,UPI,Website,Repeat
ORD02564,2025-09-09,CUST9992,20,Female,Delhi,Hair Capsules,Hair Care,5,899,4495,Credit Card,Amazon,New
ORD02565,2025-01-07,CUST6587,49,Male,West Bengal,Immunity Booster,Immunity,3,649,1947,COD,Flipkart,Repeat
ORD02566,2024-08-09,CUST7880,51,Female,Delhi,Skin Glow Tablets,Beauty,2,799,1598,Credit Card,Website,Repeat
ORD02567,2025-02-02,CUST4993,56,Male,Punjab,Skin Glow Tablets,Beauty,5,799,3995,Credit Card,Flipkart,New
ORD02568,2025-12-05,CUST2554,53,Female,Maharashtra,Skin Glow Tablets,Beauty,3,799,2397,UPI,Flipkart,New
ORD02569,2025-10-17,CUST3418,37,Male,Gujarat,Detox Tea,Detox,5,599,2995,UPI,Website,Repeat
ORD02570,2024-07-27,CUST1599,46,Female,West Bengal,Immunity Booster,Immunity,3,649,1947,COD,Website,Repeat
ORD02571,2024-03-17,CUST7238,30,Male,Maharashtra,Hair Capsules,Hair Care,1,899,899,UPI,Flipkart,Repeat
ORD02572,2025-07-01,CUST9117,57,Male,Bihar,Immunity Booster,Immunity,4,649,2596,COD,Flipkart,New
ORD02573,2024-11-27,CUST7360,52,Female,Gujarat,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Amazon,Repeat
ORD02574,2024-08-26,CUST5719,22,Female,Delhi,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Flipkart,New
ORD02575,2025-01-29,CUST2098,51,Male,Bihar,Hair Oil,Hair Care,4,499,1996,Credit Card,Website,Repeat
ORD02576,2024-06-24,CUST5323,44,Male,Haryana,Weight Control Capsules,Weight Management,5,1199,5995,Credit Card,Amazon,Repeat
ORD02577,2025-03-30,CUST1440,29,Male,Delhi,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Flipkart,Repeat
ORD02578,2025-03-14,CUST8544,55,Male,Haryana,Immunity Booster,Immunity,2,649,1298,Debit Card,Website,Repeat
ORD02579,2025-02-18,CUST8161,57,Female,Punjab,Detox Tea,Detox,2,599,1198,Credit Card,Flipkart,New
ORD02580,2025-11-20,CUST2026,35,Male,Delhi,Detox Tea,Detox,4,599,2396,Debit Card,Amazon,Repeat
ORD02581,2025-06-16,CUST2947,21,Male,Karnataka,Hair Capsules,Hair Care,5,899,4495,COD,Flipkart,New
ORD02582,2025-12-24,CUST8704,28,Male,Delhi,Skin Glow Tablets,Beauty,2,799,1598,COD,Amazon,Repeat
ORD02583,2024-01-19,CUST9301,51,Female,Delhi,Hair Capsules,Hair Care,2,899,1798,Debit Card,Amazon,New
ORD02584,2025-10-08,CUST4884,38,Male,Karnataka,Immunity Booster,Immunity,3,649,1947,Debit Card,Flipkart,New
ORD02585,2025-05-21,CUST8668,37,Female,Gujarat,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Flipkart,New
ORD02586,2025-05-14,CUST8662,39,Female,Gujarat,Hair Capsules,Hair Care,3,899,2697,UPI,Flipkart,Repeat
ORD02587,2024-05-09,CUST7941,39,Female,Bihar,Detox Tea,Detox,3,599,1797,UPI,Amazon,New
ORD02588,2024-12-26,CUST6406,20,Male,Karnataka,Hair Capsules,Hair Care,4,899,3596,Credit Card,Amazon,Repeat
ORD02589,2025-02-06,CUST1612,38,Female,Haryana,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Flipkart,Repeat
ORD02590,2025-04-03,CUST4201,23,Male,Punjab,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Website,New
ORD02591,2024-07-08,CUST7755,44,Female,Maharashtra,Skin Glow Tablets,Beauty,1,799,799,COD,Website,Repeat
ORD02592,2025-01-08,CUST3422,22,Male,Maharashtra,Detox Tea,Detox,3,599,1797,Credit Card,Flipkart,Repeat
ORD02593,2025-08-19,CUST7462,20,Female,Bihar,Hair Oil,Hair Care,4,499,1996,Credit Card,Amazon,Repeat
ORD02594,2024-05-08,CUST2906,53,Male,Punjab,Hair Serum,Hair Care,4,699,2796,Credit Card,Amazon,Repeat
ORD02595,2024-02-10,CUST8637,41,Male,Delhi,Weight Control Capsules,Weight Management,3,1199,3597,Credit Card,Amazon,New
ORD02596,2024-11-12,CUST6976,23,Male,Delhi,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Website,Repeat
ORD02597,2024-03-08,CUST2642,31,Male,Rajasthan,Immunity Booster,Immunity,5,649,3245,Debit Card,Website,Repeat
ORD02598,2024-12-24,CUST6396,58,Male,Haryana,Immunity Booster,Immunity,2,649,1298,Credit Card,Flipkart,New
ORD02599,2025-06-30,CUST2315,19,Female,Rajasthan,Hair Oil,Hair Care,4,499,1996,UPI,Website,New
ORD02600,2025-06-13,CUST1124,19,Female,Haryana,Detox Tea,Detox,2,599,1198,COD,Flipkart,Repeat
ORD02601,2024-01-30,CUST2654,59,Female,Gujarat,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Amazon,New
ORD02602,2025-01-20,CUST5628,22,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Flipkart,Repeat
ORD02603,2025-03-21,CUST6589,46,Female,Punjab,Detox Tea,Detox,3,599,1797,Credit Card,Website,New
ORD02604,2025-03-27,CUST2142,46,Female,Punjab,Detox Tea,Detox,3,599,1797,UPI,Amazon,New
ORD02605,2024-03-08,CUST1699,20,Male,Punjab,Hair Serum,Hair Care,1,699,699,UPI,Amazon,Repeat
ORD02606,2025-03-07,CUST7534,27,Male,Rajasthan,Hair Oil,Hair Care,5,499,2495,COD,Flipkart,Repeat
ORD02607,2025-06-22,CUST5840,34,Female,Karnataka,Weight Control Capsules,Weight Management,5,1199,5995,UPI,Website,Repeat
ORD02608,2024-02-02,CUST1809,32,Female,Delhi,Detox Tea,Detox,3,599,1797,COD,Flipkart,New
ORD02609,2024-02-03,CUST9646,37,Male,Maharashtra,Hair Capsules,Hair Care,3,899,2697,Credit Card,Website,Repeat
ORD02610,2025-08-22,CUST6648,57,Male,Rajasthan,Hair Serum,Hair Care,4,699,2796,Credit Card,Flipkart,New
ORD02611,2024-06-27,CUST7609,35,Female,Maharashtra,Hair Oil,Hair Care,4,499,1996,Debit Card,Flipkart,Repeat
ORD02612,2025-08-05,CUST8145,57,Female,Maharashtra,Skin Glow Tablets,Beauty,5,799,3995,UPI,Amazon,New
ORD02613,2024-01-22,CUST6193,43,Male,West Bengal,Skin Glow Tablets,Beauty,2,799,1598,UPI,Amazon,Repeat
ORD02614,2025-08-29,CUST1539,51,Male,Gujarat,Hair Oil,Hair Care,4,499,1996,Credit Card,Flipkart,Repeat
ORD02615,2025-04-10,CUST7716,18,Male,Haryana,Hair Capsules,Hair Care,5,899,4495,Debit Card,Website,Repeat
ORD02616,2025-04-30,CUST8340,56,Female,West Bengal,Detox Tea,Detox,2,599,1198,UPI,Amazon,Repeat
ORD02617,2024-03-30,CUST6082,30,Male,Rajasthan,Skin Glow Tablets,Beauty,5,799,3995,Credit Card,Flipkart,New
ORD02618,2024-08-06,CUST5104,55,Male,Gujarat,Hair Serum,Hair Care,4,699,2796,Debit Card,Amazon,Repeat
ORD02619,2025-10-30,CUST9868,33,Female,Maharashtra,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,Repeat
ORD02620,2025-10-20,CUST3291,19,Male,West Bengal,Skin Glow Tablets,Beauty,2,799,1598,UPI,Amazon,New
ORD02621,2024-02-01,CUST8720,53,Male,Uttar Pradesh,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Amazon,New
ORD02622,2024-07-18,CUST9638,45,Female,Maharashtra,Hair Serum,Hair Care,2,699,1398,COD,Website,Repeat
ORD02623,2024-01-10,CUST7734,54,Male,Rajasthan,Hair Serum,Hair Care,2,699,1398,Debit Card,Flipkart,Repeat
ORD02624,2024-10-27,CUST5723,38,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,5,799,3995,UPI,Flipkart,Repeat
ORD02625,2024-04-05,CUST8422,39,Female,Rajasthan,Detox Tea,Detox,3,599,1797,Debit Card,Amazon,Repeat
ORD02626,2025-03-23,CUST1246,19,Male,Bihar,Detox Tea,Detox,4,599,2396,COD,Website,Repeat
ORD02627,2025-08-21,CUST3060,24,Female,Gujarat,Immunity Booster,Immunity,2,649,1298,UPI,Amazon,New
ORD02628,2024-06-24,CUST8940,57,Male,Rajasthan,Weight Control Capsules,Weight Management,2,1199,2398,UPI,Amazon,Repeat
ORD02629,2024-05-02,CUST3665,45,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Website,New
ORD02630,2025-11-30,CUST3559,34,Female,Uttar Pradesh,Hair Capsules,Hair Care,5,899,4495,Debit Card,Amazon,New
ORD02631,2024-01-27,CUST3583,46,Male,Maharashtra,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Website,Repeat
ORD02632,2024-02-11,CUST8931,21,Female,Bihar,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Website,New
ORD02633,2024-03-20,CUST8262,57,Male,Gujarat,Hair Serum,Hair Care,3,699,2097,COD,Website,Repeat
ORD02634,2024-02-11,CUST2820,54,Male,Karnataka,Detox Tea,Detox,1,599,599,COD,Flipkart,Repeat
ORD02635,2025-11-15,CUST8501,54,Female,Gujarat,Hair Oil,Hair Care,4,499,1996,UPI,Flipkart,New
ORD02636,2025-05-08,CUST1753,18,Male,Delhi,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Amazon,New
ORD02637,2025-03-13,CUST9670,32,Male,Bihar,Detox Tea,Detox,4,599,2396,COD,Amazon,Repeat
ORD02638,2024-10-16,CUST1379,23,Female,Karnataka,Skin Glow Tablets,Beauty,3,799,2397,Debit Card,Flipkart,Repeat
ORD02639,2024-02-28,CUST1777,24,Female,Haryana,Immunity Booster,Immunity,3,649,1947,COD,Website,New
ORD02640,2025-11-02,CUST3162,43,Female,Maharashtra,Immunity Booster,Immunity,3,649,1947,Credit Card,Amazon,Repeat
ORD02641,2024-04-11,CUST3673,21,Female,Gujarat,Detox Tea,Detox,5,599,2995,UPI,Website,New
ORD02642,2025-06-20,CUST4305,33,Male,Uttar Pradesh,Hair Oil,Hair Care,2,499,998,COD,Flipkart,New
ORD02643,2025-09-15,CUST8242,39,Female,Maharashtra,Detox Tea,Detox,4,599,2396,UPI,Amazon,New
ORD02644,2024-01-28,CUST4366,30,Male,Rajasthan,Immunity Booster,Immunity,4,649,2596,Debit Card,Flipkart,Repeat
ORD02645,2024-03-30,CUST5852,59,Male,West Bengal,Weight Control Capsules,Weight Management,2,1199,2398,COD,Amazon,New
ORD02646,2025-02-16,CUST6310,54,Male,Delhi,Skin Glow Tablets,Beauty,2,799,1598,COD,Amazon,New
ORD02647,2025-04-11,CUST8554,25,Male,Maharashtra,Skin Glow Tablets,Beauty,2,799,1598,UPI,Flipkart,Repeat
ORD02648,2024-08-16,CUST1367,42,Male,West Bengal,Detox Tea,Detox,3,599,1797,COD,Amazon,Repeat
ORD02649,2024-04-12,CUST5941,45,Female,Gujarat,Hair Capsules,Hair Care,1,899,899,UPI,Amazon,Repeat
ORD02650,2025-11-06,CUST9628,47,Female,Delhi,Weight Control Capsules,Weight Management,3,1199,3597,Debit Card,Flipkart,Repeat
ORD02651,2025-06-10,CUST2489,57,Male,Punjab,Immunity Booster,Immunity,3,649,1947,Credit Card,Flipkart,Repeat
ORD02652,2024-08-18,CUST8047,21,Female,Karnataka,Skin Glow Tablets,Beauty,3,799,2397,COD,Website,Repeat
ORD02653,2024-09-22,CUST6766,29,Female,Bihar,Hair Oil,Hair Care,4,499,1996,Debit Card,Website,Repeat
ORD02654,2024-06-19,CUST6456,39,Female,Maharashtra,Immunity Booster,Immunity,3,649,1947,COD,Website,Repeat
ORD02655,2024-04-11,CUST1656,25,Male,Bihar,Hair Capsules,Hair Care,2,899,1798,Debit Card,Flipkart,Repeat
ORD02656,2025-02-09,CUST9102,27,Male,Karnataka,Immunity Booster,Immunity,5,649,3245,UPI,Amazon,Repeat
ORD02657,2025-11-25,CUST7516,21,Female,West Bengal,Hair Capsules,Hair Care,4,899,3596,Debit Card,Amazon,New
ORD02658,2024-02-13,CUST9846,36,Female,West Bengal,Detox Tea,Detox,3,599,1797,COD,Website,Repeat
ORD02659,2024-08-14,CUST4972,58,Female,West Bengal,Hair Serum,Hair Care,3,699,2097,COD,Website,New
ORD02660,2025-08-08,CUST9348,27,Female,Punjab,Hair Capsules,Hair Care,1,899,899,COD,Website,Repeat
ORD02661,2025-03-03,CUST3913,29,Male,Maharashtra,Hair Oil,Hair Care,4,499,1996,UPI,Amazon,Repeat
ORD02662,2025-10-24,CUST8926,54,Female,Karnataka,Detox Tea,Detox,5,599,2995,UPI,Amazon,Repeat
ORD02663,2024-11-29,CUST5494,29,Male,Bihar,Hair Capsules,Hair Care,1,899,899,UPI,Flipkart,Repeat
ORD02664,2024-09-09,CUST5453,32,Male,Gujarat,Immunity Booster,Immunity,1,649,649,UPI,Website,Repeat
ORD02665,2025-05-25,CUST3200,41,Female,Gujarat,Hair Oil,Hair Care,4,499,1996,COD,Website,Repeat
ORD02666,2024-12-11,CUST7587,54,Female,Karnataka,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Website,Repeat
ORD02667,2025-11-23,CUST6623,33,Female,West Bengal,Immunity Booster,Immunity,3,649,1947,UPI,Flipkart,Repeat
ORD02668,2025-01-29,CUST8139,23,Male,Gujarat,Hair Serum,Hair Care,4,699,2796,UPI,Website,Repeat
ORD02669,2024-07-25,CUST8542,44,Female,West Bengal,Detox Tea,Detox,4,599,2396,Debit Card,Website,Repeat
ORD02670,2025-10-16,CUST2070,44,Male,Bihar,Skin Glow Tablets,Beauty,2,799,1598,UPI,Flipkart,Repeat
ORD02671,2024-04-30,CUST9992,31,Male,Rajasthan,Hair Capsules,Hair Care,2,899,1798,UPI,Flipkart,New
ORD02672,2025-09-21,CUST7115,24,Female,Maharashtra,Immunity Booster,Immunity,1,649,649,UPI,Flipkart,New
ORD02673,2025-07-22,CUST7490,43,Male,Rajasthan,Weight Control Capsules,Weight Management,5,1199,5995,UPI,Amazon,Repeat
ORD02674,2025-10-01,CUST8711,41,Female,Haryana,Hair Serum,Hair Care,3,699,2097,Credit Card,Flipkart,New
ORD02675,2024-11-09,CUST7228,48,Male,Delhi,Hair Serum,Hair Care,1,699,699,COD,Website,Repeat
ORD02676,2024-12-24,CUST7020,34,Female,Haryana,Detox Tea,Detox,1,599,599,UPI,Website,Repeat
ORD02677,2024-03-12,CUST4311,47,Male,Gujarat,Hair Capsules,Hair Care,5,899,4495,UPI,Flipkart,New
ORD02678,2024-01-02,CUST3121,22,Male,Uttar Pradesh,Detox Tea,Detox,3,599,1797,Debit Card,Website,New
ORD02679,2025-04-07,CUST5075,54,Female,Gujarat,Immunity Booster,Immunity,1,649,649,Credit Card,Flipkart,New
ORD02680,2024-09-21,CUST9323,19,Female,Delhi,Immunity Booster,Immunity,5,649,3245,COD,Website,Repeat
ORD02681,2025-08-01,CUST5923,53,Male,Karnataka,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Amazon,Repeat
ORD02682,2024-04-22,CUST8333,39,Female,Gujarat,Weight Control Capsules,Weight Management,5,1199,5995,Credit Card,Amazon,Repeat
ORD02683,2024-02-11,CUST1372,34,Male,Uttar Pradesh,Detox Tea,Detox,1,599,599,COD,Flipkart,Repeat
ORD02684,2024-09-20,CUST1715,48,Female,Punjab,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,Repeat
ORD02685,2024-02-27,CUST6044,53,Male,Delhi,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Amazon,New
ORD02686,2024-01-10,CUST3721,39,Female,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,Credit Card,Amazon,New
ORD02687,2025-06-15,CUST2035,45,Female,Karnataka,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Website,Repeat
ORD02688,2024-02-23,CUST5070,59,Female,Haryana,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,New
ORD02689,2025-02-15,CUST9390,50,Male,Bihar,Immunity Booster,Immunity,3,649,1947,Credit Card,Website,Repeat
ORD02690,2024-03-12,CUST4041,57,Female,Uttar Pradesh,Detox Tea,Detox,1,599,599,COD,Flipkart,Repeat
ORD02691,2024-08-07,CUST5986,19,Male,West Bengal,Hair Capsules,Hair Care,3,899,2697,Debit Card,Amazon,Repeat
ORD02692,2025-02-24,CUST1288,26,Male,Karnataka,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Amazon,New
ORD02693,2024-06-27,CUST1182,49,Female,Haryana,Hair Serum,Hair Care,2,699,1398,UPI,Website,Repeat
ORD02694,2025-04-18,CUST9876,26,Male,Gujarat,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Amazon,New
ORD02695,2025-11-01,CUST1728,25,Female,Gujarat,Detox Tea,Detox,4,599,2396,UPI,Amazon,Repeat
ORD02696,2024-05-10,CUST2459,49,Female,Karnataka,Immunity Booster,Immunity,1,649,649,COD,Amazon,New
ORD02697,2024-08-07,CUST8943,44,Female,Maharashtra,Weight Control Capsules,Weight Management,5,1199,5995,UPI,Amazon,Repeat
ORD02698,2024-04-07,CUST4172,43,Male,Haryana,Detox Tea,Detox,5,599,2995,UPI,Amazon,Repeat
ORD02699,2025-02-19,CUST6690,29,Male,West Bengal,Detox Tea,Detox,3,599,1797,Credit Card,Website,Repeat
ORD02700,2025-03-25,CUST9885,48,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Flipkart,New
ORD02701,2025-11-23,CUST7780,21,Male,Haryana,Hair Oil,Hair Care,4,499,1996,Debit Card,Website,Repeat
ORD02702,2025-11-14,CUST8310,57,Female,Bihar,Detox Tea,Detox,3,599,1797,UPI,Flipkart,Repeat
ORD02703,2024-10-13,CUST4741,35,Male,Karnataka,Weight Control Capsules,Weight Management,3,1199,3597,Credit Card,Flipkart,New
ORD02704,2024-08-16,CUST1882,27,Female,Rajasthan,Immunity Booster,Immunity,3,649,1947,Credit Card,Flipkart,New
ORD02705,2025-09-12,CUST2401,40,Male,Haryana,Hair Capsules,Hair Care,2,899,1798,Credit Card,Flipkart,Repeat
ORD02706,2025-07-27,CUST7726,21,Male,Rajasthan,Hair Serum,Hair Care,3,699,2097,COD,Amazon,Repeat
ORD02707,2025-07-08,CUST4393,32,Male,Maharashtra,Hair Capsules,Hair Care,3,899,2697,Debit Card,Amazon,Repeat
ORD02708,2025-01-22,CUST2121,44,Male,Haryana,Hair Oil,Hair Care,3,499,1497,Credit Card,Website,Repeat
ORD02709,2025-10-02,CUST3609,37,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,4,1199,4796,COD,Amazon,New
ORD02710,2024-09-12,CUST7795,27,Female,Rajasthan,Hair Serum,Hair Care,2,699,1398,UPI,Flipkart,Repeat
ORD02711,2025-11-01,CUST1855,33,Female,West Bengal,Hair Oil,Hair Care,3,499,1497,Debit Card,Flipkart,Repeat
ORD02712,2024-10-01,CUST8661,22,Female,Punjab,Detox Tea,Detox,2,599,1198,UPI,Flipkart,Repeat
ORD02713,2025-06-02,CUST8818,28,Male,Rajasthan,Weight Control Capsules,Weight Management,2,1199,2398,COD,Website,New
ORD02714,2024-10-18,CUST9526,20,Female,Karnataka,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Website,New
ORD02715,2025-05-28,CUST6945,29,Male,Haryana,Immunity Booster,Immunity,1,649,649,COD,Website,New
ORD02716,2024-12-16,CUST1027,22,Female,Haryana,Hair Oil,Hair Care,3,499,1497,COD,Website,Repeat
ORD02717,2024-08-14,CUST6236,42,Male,Haryana,Immunity Booster,Immunity,1,649,649,Credit Card,Amazon,Repeat
ORD02718,2024-01-24,CUST6444,51,Male,Gujarat,Hair Serum,Hair Care,5,699,3495,Debit Card,Amazon,Repeat
ORD02719,2025-01-29,CUST7639,32,Male,Haryana,Detox Tea,Detox,2,599,1198,Debit Card,Website,Repeat
ORD02720,2024-08-30,CUST3057,25,Female,Gujarat,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Website,Repeat
ORD02721,2024-09-20,CUST7731,39,Female,Maharashtra,Skin Glow Tablets,Beauty,1,799,799,Debit Card,Amazon,Repeat
ORD02722,2025-07-03,CUST6006,55,Female,Punjab,Skin Glow Tablets,Beauty,5,799,3995,UPI,Amazon,New
ORD02723,2024-05-08,CUST7557,50,Male,Gujarat,Hair Serum,Hair Care,4,699,2796,COD,Website,Repeat
ORD02724,2025-02-09,CUST7101,52,Male,Rajasthan,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Website,Repeat
ORD02725,2024-10-07,CUST5446,31,Female,Punjab,Hair Oil,Hair Care,5,499,2495,COD,Flipkart,Repeat
ORD02726,2024-01-14,CUST6175,36,Female,Haryana,Immunity Booster,Immunity,2,649,1298,Debit Card,Amazon,Repeat
ORD02727,2024-03-18,CUST3159,40,Male,Uttar Pradesh,Hair Serum,Hair Care,1,699,699,Credit Card,Website,New
ORD02728,2025-06-13,CUST2502,30,Female,Uttar Pradesh,Hair Capsules,Hair Care,4,899,3596,Debit Card,Website,Repeat
ORD02729,2025-09-20,CUST3553,49,Male,West Bengal,Immunity Booster,Immunity,2,649,1298,COD,Flipkart,Repeat
ORD02730,2025-07-06,CUST3250,49,Female,Rajasthan,Weight Control Capsules,Weight Management,4,1199,4796,COD,Flipkart,Repeat
ORD02731,2025-07-29,CUST4925,52,Male,Gujarat,Hair Oil,Hair Care,1,499,499,UPI,Website,Repeat
ORD02732,2025-12-01,CUST1012,49,Female,Bihar,Immunity Booster,Immunity,1,649,649,Debit Card,Amazon,Repeat
ORD02733,2024-10-15,CUST7534,50,Female,Bihar,Weight Control Capsules,Weight Management,1,1199,1199,COD,Website,Repeat
ORD02734,2025-01-30,CUST5413,52,Female,Bihar,Detox Tea,Detox,4,599,2396,UPI,Amazon,New
ORD02735,2025-02-02,CUST6834,27,Female,Gujarat,Hair Oil,Hair Care,5,499,2495,COD,Flipkart,New
ORD02736,2024-03-06,CUST9102,24,Female,Gujarat,Hair Serum,Hair Care,5,699,3495,COD,Amazon,New
ORD02737,2024-07-02,CUST6790,19,Female,Gujarat,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Flipkart,Repeat
ORD02738,2025-04-27,CUST4632,26,Female,Karnataka,Immunity Booster,Immunity,2,649,1298,UPI,Amazon,Repeat
ORD02739,2024-01-08,CUST9127,56,Male,Delhi,Hair Oil,Hair Care,4,499,1996,Credit Card,Website,Repeat
ORD02740,2025-07-20,CUST9516,52,Male,Bihar,Hair Serum,Hair Care,3,699,2097,Credit Card,Website,Repeat
ORD02741,2024-03-02,CUST3704,47,Male,Bihar,Hair Oil,Hair Care,1,499,499,COD,Amazon,Repeat
ORD02742,2024-08-16,CUST2123,22,Female,Rajasthan,Skin Glow Tablets,Beauty,1,799,799,UPI,Amazon,Repeat
ORD02743,2025-05-18,CUST3258,40,Male,West Bengal,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Amazon,New
ORD02744,2024-03-03,CUST4463,45,Male,Delhi,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Amazon,Repeat
ORD02745,2024-02-22,CUST1605,47,Female,Gujarat,Hair Capsules,Hair Care,2,899,1798,Credit Card,Flipkart,New
ORD02746,2024-02-06,CUST6773,36,Female,Gujarat,Detox Tea,Detox,3,599,1797,Debit Card,Flipkart,New
ORD02747,2024-11-18,CUST7673,50,Male,Uttar Pradesh,Immunity Booster,Immunity,3,649,1947,COD,Flipkart,New
ORD02748,2024-08-25,CUST7812,23,Male,Maharashtra,Hair Serum,Hair Care,1,699,699,Credit Card,Flipkart,New
ORD02749,2024-12-04,CUST6968,58,Male,Bihar,Hair Capsules,Hair Care,3,899,2697,Credit Card,Flipkart,Repeat
ORD02750,2024-08-31,CUST9010,27,Female,Gujarat,Hair Serum,Hair Care,2,699,1398,Credit Card,Website,Repeat
